licence_group,date,rating,count,value,country,refused
61125,2013-12-04,5A002,1,1315,China,0
61125,2013-12-04,6A203,2,66292,China,0
61126,2013-12-04,ML6,1,25825,Poland,0
61128,2013-12-04,5A002,1,63917,Philippines,0
61128,2013-12-04,5D002,1,15552,Philippines,0
61129,2013-12-04,ML1,1,672,Finland,0
61130,2013-12-04,2B350,1,130773,"Saudi Arabia",0
61131,2013-12-04,ML5,1,38724,Sweden,0
61132,2013-12-04,ML10,1,60296,Latvia,0
61133,2013-12-04,0C002,1,440,Monaco,0
61134,2013-12-04,"HR AIII",1,104175,"New Zealand",0
61136,2013-12-04,6A203,1,67500,Russia,0
61136,2013-12-04,7A001,1,2000,Russia,0
61137,2013-12-04,ML4,1,63736,Pakistan,0
61137,2013-12-04,ML22,1,20,Pakistan,0
61138,2013-12-04,ML1,1,250000,"South Africa",0
61138,2013-12-04,ML10,1,2394,"South Africa",0
61140,2013-12-04,1C202,1,6245,India,0
61140,2013-12-04,1C227,1,821,India,0
61140,2013-12-04,1C231,1,115,India,0
61140,2013-12-04,1C234,1,91,India,0
61140,2013-12-04,3A233,1,288366,India,0
61140,2013-12-04,6A003,1,11500,India,0
61141,2013-12-04,ML11,1,99,India,0
61142,2013-12-04,6A003,1,302720,Azerbaijan,0
61143,2013-12-04,ML7,1,86211,"Hong Kong Special Administrative Region",0
61144,2013-12-04,5A001,1,13697,Paraguay,0
61145,2013-12-04,ML13,1,600,Paraguay,0
61146,2013-12-04,ML7,1,6830,Japan,0
61147,2013-12-05,6A003,1,35800,Brazil,0
61149,2013-12-05,1A004,1,37300,Afghanistan,0
61149,2013-12-05,1E002,1,850,Afghanistan,0
61150,2013-12-05,ML13,1,75000,Afghanistan,0
61151,2013-12-05,ML16,1,2115000,Italy,0
61152,2013-12-05,ML3,1,375,Lithuania,0
61153,2013-12-05,ML4,1,5303,France,0
61153,2013-12-05,ML10,2,594317,France,0
61154,2013-12-05,ML11,1,3600,France,0
61155,2013-12-05,ML10,1,8000,Netherlands,0
61156,2013-12-05,5A002,2,88149,Nigeria,0
61156,2013-12-05,5E002,1,4625,Nigeria,0
61157,2013-12-05,7A103,1,70000,Bahrain,0
61158,2013-12-05,2B350,1,18623,Israel,0
61158,2013-12-05,3A002,1,73600,Israel,0
61160,2013-12-05,6A003,1,5300,Singapore,0
61161,2013-12-05,ML13,1,400,Singapore,0
61162,2013-12-05,ML10,2,5111,"United States of America",0
61162,2013-12-05,ML16,1,87743,"United States of America",0
61163,2013-12-05,ML16,1,65807,"United States of America",0
61163,2013-12-05,ML22,1,3400,"United States of America",0
61164,2013-12-05,2B350,2,30631,China,0
61164,2013-12-05,6A003,2,16855,China,0
61165,2013-12-05,ML5,1,6900996,China,0
61166,2013-12-05,ML10,1,420,Germany,0
61167,2013-12-05,ML10,2,408386,Germany,0
61168,2013-12-05,ML1,1,50000,Ukraine,0
61168,2013-12-05,PL5017,1,50000,Ukraine,0
61169,2013-12-05,ML6,1,3500,Georgia,0
61170,2013-12-05,ML4,1,24304,Libya,0
61171,2013-12-05,1C202,1,1822,Turkey,0
61171,2013-12-05,5A002,1,20027,Turkey,0
61172,2013-12-05,ML2,1,1231,Turkey,0
61172,2013-12-05,ML5,2,21220,Turkey,0
61174,2013-12-05,5A002,1,273228,Indonesia,0
61174,2013-12-05,5D002,1,300000,Indonesia,0
61175,2013-12-05,ML9,1,110499999,Indonesia,0
61177,2013-12-05,2B350,1,500000,"Saudi Arabia",0
61177,2013-12-05,3A225,1,321,"Saudi Arabia",0
61178,2013-12-05,ML6,1,8279,"Saudi Arabia",0
61179,2013-12-05,2B350,1,111048,"Continental Shelf: United Kingdom sector",0
61180,2013-12-05,ML3,1,6078,Sweden,0
61183,2013-12-05,ML1,1,600,"New Zealand",0
61184,2013-12-05,ML10,1,372,"South Africa",0
61185,2013-12-05,ML11,1,217,"United Arab Emirates",0
61186,2013-12-05,1C111,1,40,India,0
61186,2013-12-05,ML8,1,109,India,0
61187,2013-12-05,1C202,1,5227,India,0
61187,2013-12-05,1C240,1,45,India,0
61187,2013-12-05,6A203,1,22500,India,0
61188,2013-12-05,ML10,2,393239,India,0
61188,2013-12-05,ML22,1,50,India,0
61189,2013-12-05,ML10,1,9263,"Korea, South",0
61190,2013-12-05,2B006,1,28056,"Korea, South",0
61191,2013-12-05,ML10,3,43423,"Korea, South",0
61191,2013-12-05,ML13,1,765,"Korea, South",0
61193,2013-12-05,ML1,1,188,"Hong Kong Special Administrative Region",0
61195,2013-12-05,2B350,1,27059,Taiwan,0
61195,2013-12-05,3C003,1,6137500,Taiwan,0
61196,2013-12-05,ML7,1,37,Taiwan,0
61197,2013-12-06,ML1,1,3373,"Falkland Islands",0
61198,2013-12-06,ML21,1,50000,Italy,0
61198,2013-12-06,ML22,1,0,Italy,0
61199,2013-12-06,ML10,1,79,India,0
61199,2013-12-06,ML15,2,43398,India,0
61200,2013-12-06,ML4,1,3200,France,0
61200,2013-12-06,ML16,1,14710,France,0
61200,2013-12-06,ML22,1,0,France,0
61201,2013-12-06,ML1,1,2400,Ireland,0
61202,2013-12-06,ML6,1,144585,Laos,0
61203,2013-12-06,ML1,1,12300,Norway,0
61204,2013-12-06,ML11,1,109416,Israel,0
61205,2013-12-06,ML1,1,5825,Australia,0
61206,2013-12-06,5A002,1,1026,Singapore,0
61206,2013-12-06,7A003,1,102368,Singapore,0
61207,2013-12-06,ML9,1,7286,Singapore,0
61208,2013-12-06,ML6,1,6000,Zambia,0
61209,2013-12-06,ML10,1,1373,"United States of America",0
61210,2013-12-06,ML21,2,25000,"United States of America",0
61211,2013-12-06,1C202,1,992,China,0
61212,2013-12-06,1C202,1,22664,China,0
61212,2013-12-06,5A002,1,15600000,China,0
61212,2013-12-06,5D002,1,1440,China,0
61212,2013-12-06,6A203,1,19400,China,0
61213,2013-12-06,ML13,1,15510,Chile,0
61214,2013-12-06,ML5,1,6831,Germany,0
61215,2013-12-06,ML10,2,4287,Germany,0
61215,2013-12-06,ML11,1,180291,Germany,0
61216,2013-12-06,ML10,1,32500,Spain,0
61216,2013-12-06,PL5017,1,6932,Spain,0
61217,2013-12-06,ML3,1,1134,Netherlands,0
61217,2013-12-06,ML13,1,400,Netherlands,0
61218,2013-12-06,ML2,1,20000,Finland,0
61219,2013-12-06,ML13,1,309677,"Saudi Arabia",0
61220,2013-12-06,2B350,1,3402,Russia,0
61221,2013-12-06,ML1,1,1050,Portugal,0
61222,2013-12-06,6A003,1,20000,"South Africa",0
61223,2013-12-06,ML5,1,3500,"South Africa",0
61224,2013-12-06,6A008,1,62000,Egypt,0
61225,2013-12-06,ML11,1,3000,Egypt,0
61226,2013-12-06,7A003,1,7725,"United Arab Emirates",0
61227,2013-12-06,5A002,1,661,Serbia,0
61227,2013-12-06,5E002,1,229,Serbia,0
61228,2013-12-06,2B350,1,29360,Malaysia,0
61229,2013-12-06,ML7,1,9938,Malaysia,0
61230,2013-12-06,1E001,1,1,Taiwan,0
61230,2013-12-06,1E201,1,1,Taiwan,0
61230,2013-12-06,5A002,1,5400,Taiwan,0
61230,2013-12-06,5D002,1,1,Taiwan,0
61230,2013-12-06,6A001,1,29956,Taiwan,0
61230,2013-12-06,6A003,1,35800,Taiwan,0
61231,2013-12-07,ML9,1,3,Brazil,0
61231,2013-12-07,ML10,1,240,Brazil,0
61232,2013-12-07,ML1,1,88314,Denmark,0
61233,2013-12-07,ML22,1,25,Norway,0
61234,2013-12-07,5A002,1,3805,"Bosnia and Herzegovina",0
61234,2013-12-07,5D002,1,1630,"Bosnia and Herzegovina",0
61235,2013-12-07,ML10,1,1829,"Korea, South",0
61236,2013-12-08,ML1,1,8400,Ukraine,0
61237,2013-12-08,ML5,1,4300,Sweden,0
61238,2013-12-09,ML3,1,2225,Canada,0
61239,2013-12-09,ML13,1,110000,Turkey,0
61241,2013-12-09,ML5,1,1676,Italy,0
61242,2013-12-09,ML10,1,26560,Italy,0
61244,2013-12-09,ML9,1,246,France,0
61245,2013-12-09,ML10,1,4273,France,0
61246,2013-12-09,5A002,1,995,Nigeria,0
61248,2013-12-09,ML4,1,15136,Brunei,0
61250,2013-12-09,3A001,1,66109,Singapore,0
61251,2013-12-09,ML11,1,15287,Singapore,0
61252,2013-12-09,1C234,1,45,Singapore,0
61252,2013-12-09,5A002,2,1233929,Singapore,0
61252,2013-12-09,5D002,1,300000,Singapore,0
61253,2013-12-09,ML10,2,214377,"United States of America",0
61253,2013-12-09,ML11,1,900,"United States of America",0
61253,2013-12-09,ML22,1,5100,"United States of America",0
61254,2013-12-09,ML4,1,3420,"United States of America",0
61254,2013-12-09,ML10,1,19458523,"United States of America",0
61254,2013-12-09,ML22,1,3800,"United States of America",0
61257,2013-12-09,ML1,1,2400,Chile,0
61258,2013-12-09,3C003,1,2925000,China,0
61259,2013-12-09,ML5,1,218750,Germany,0
61261,2013-12-09,ML6,1,4528,Netherlands,0
61264,2013-12-09,ML1,2,32327,Oman,0
61264,2013-12-09,PL5017,1,13059,Oman,0
61265,2013-12-09,ML1,1,2992968,Indonesia,0
61265,2013-12-09,ML3,1,1775,Indonesia,0
61265,2013-12-09,ML5,1,43469,Indonesia,0
61265,2013-12-09,ML17,1,44268,Indonesia,0
61265,2013-12-09,ML22,1,0,Indonesia,0
61265,2013-12-09,PL5017,1,0,Indonesia,0
61268,2013-12-09,1C351,1,129,Switzerland,0
61269,2013-12-09,7A003,1,27550,Russia,0
61269,2013-12-09,7A103,1,22000,Russia,0
61271,2013-12-09,8A001,1,120000,Angola,0
61272,2013-12-09,ML1,1,400,Portugal,0
61273,2013-12-09,6A005,1,19000,Mexico,0
61276,2013-12-09,2B350,1,2705,"United Arab Emirates",0
61277,2013-12-09,ML10,1,8742,"South Africa",0
61278,2013-12-09,2B001,1,360000,India,0
61278,2013-12-09,5A002,1,500000,India,0
61278,2013-12-09,5D002,1,120,India,0
61278,2013-12-09,6A003,1,7300,India,0
61279,2013-12-09,ML4,1,32620,Macao,0
61280,2013-12-10,9A012,1,5898,Brazil,0
61280,2013-12-10,9D004,1,4,Brazil,0
61281,2013-12-10,ML10,1,3327,Turkey,0
61282,2013-12-10,ML10,1,2069,Italy,0
61282,2013-12-10,ML16,1,354,Italy,0
61283,2013-12-10,ML1,1,250,Bangladesh,0
61285,2013-12-10,ML13,1,33000,France,0
61286,2013-12-10,5A002,1,11958,Somalia,0
61287,2013-12-10,ML1,1,329,Ireland,0
61288,2013-12-10,5A002,2,9301,Nigeria,0
61289,2013-12-10,6A002,1,3100,Ecuador,0
61289,2013-12-10,6A003,1,5400,Ecuador,0
61290,2013-12-10,5A002,1,1000,Ghana,0
61291,2013-12-10,ML5,1,197550,Israel,0
61291,2013-12-10,ML11,1,927957,Israel,0
61292,2013-12-10,2B350,1,8083,Australia,0
61293,2013-12-10,ML1,1,2014,Australia,0
61294,2013-12-10,1C450,1,7,Singapore,0
61294,2013-12-10,7A003,1,27000,Singapore,0
61295,2013-12-10,ML11,1,18647,"United States of America",0
61296,2013-12-10,ML21,1,10000,"United States of America",0
61297,2013-12-10,5A002,1,307136,Germany,0
61297,2013-12-10,ML6,1,520000,Germany,0
61297,2013-12-10,ML11,1,214000,Germany,0
61298,2013-12-10,ML10,1,1277,Germany,0
61299,2013-12-10,0E001,1,1,Germany,0
61300,2013-12-10,ML4,1,1249,Germany,0
61302,2013-12-10,6A002,1,125000,Oman,0
61302,2013-12-10,ML1,1,810000,Oman,0
61302,2013-12-10,ML3,1,95000,Oman,0
61302,2013-12-10,ML13,1,95000,Oman,0
61303,2013-12-10,ML10,1,4905,Oman,0
61304,2013-12-10,5A001,1,9995,China,0
61304,2013-12-10,5A002,1,25481,China,0
61305,2013-12-10,ML1,2,1476,Spain,0
61305,2013-12-10,ML10,1,2083,Spain,0
61306,2013-12-10,ML10,2,24000,Netherlands,0
61307,2013-12-10,ML1,1,1130,Denmark,0
61308,2013-12-10,ML6,1,6102,Finland,0
61309,2013-12-10,ML11,1,7700,"Saudi Arabia",0
61311,2013-12-10,ML1,1,1278,"Continental Shelf: United Kingdom sector",0
61313,2013-12-10,ML7,1,410,Croatia,0
61314,2013-12-10,ML1,1,1175,"New Zealand",0
61316,2013-12-10,ML10,1,1625,Pakistan,0
61317,2013-12-10,ML1,1,2400,Romania,0
61319,2013-12-10,5A002,1,31819,Tunisia,0
61320,2013-12-10,ML1,1,890,"United Arab Emirates",0
61320,2013-12-10,ML10,1,3323,"United Arab Emirates",0
61321,2013-12-10,5A001,1,74750,"South Africa",0
61321,2013-12-10,5D002,1,22625,"South Africa",0
61323,2013-12-10,ML3,1,5000,India,0
61323,2013-12-10,ML9,1,114138,India,0
61323,2013-12-10,ML10,1,14103,India,0
61324,2013-12-10,5A002,1,24495,"Korea, South",0
61325,2013-12-10,5A001,1,104000,Colombia,0
61325,2013-12-10,5D001,1,57000,Colombia,0
61326,2013-12-10,ML11,1,1062,Greece,0
61327,2013-12-10,ML11,1,11916,Taiwan,0
61328,2013-12-10,ML1,1,10500,Cyprus,0
61328,2013-12-10,ML10,1,5600,Cyprus,0
61329,2013-12-11,ML11,1,24500,Brazil,0
61331,2013-12-11,ML5,1,39738,Canada,0
61332,2013-12-11,2B350,1,7316,Qatar,0
61333,2013-12-11,ML16,1,249,Italy,0
61336,2013-12-11,ML1,1,9219,"Falkland Islands",0
61336,2013-12-11,ML2,1,11190,"Falkland Islands",0
61336,2013-12-11,PL5017,1,0,"Falkland Islands",0
61337,2013-12-11,ML5,1,2204,Serbia,0
61339,2013-12-11,6A003,1,20000,"Costa Rica",0
61341,2013-12-11,ML5,1,20000,France,0
61344,2013-12-11,ML6,1,21500,"Republic of Congo",0
61345,2013-12-11,5A002,4,77520,Nigeria,0
61345,2013-12-11,6A001,1,607060,Nigeria,0
61345,2013-12-11,7A003,1,701435,Nigeria,0
61345,2013-12-11,8A001,1,5157207,Nigeria,0
61349,2013-12-11,6A003,1,189600,Thailand,0
61349,2013-12-11,ML21,1,15800,Thailand,0
61350,2013-12-11,ML2,1,534000,Thailand,0
61352,2013-12-11,PL5017,1,18,Brunei,0
61353,2013-12-11,5A002,1,324950,Israel,0
61353,2013-12-11,7A002,1,13200,Israel,0
61354,2013-12-11,ML9,1,3468,Israel,0
61358,2013-12-11,3A001,1,30166,Singapore,0
61358,2013-12-11,7A003,1,20000,Singapore,0
61361,2013-12-11,ML10,1,343750,"United States of America",0
61362,2013-12-11,0E001,1,1,"United States of America",0
61363,2013-12-11,ML10,1,31993,"United States of America",0
61363,2013-12-11,ML21,1,10000,"United States of America",0
61365,2013-12-11,ML10,1,42001,Germany,0
61366,2013-12-11,ML11,1,26266,Germany,0
61369,2013-12-11,1C202,1,897,China,0
61369,2013-12-11,2B350,1,7910,China,0
61369,2013-12-11,6A003,1,6686,China,0
61370,2013-12-11,5A002,1,80948,Iraq,0
61372,2013-12-11,ML4,1,16800,Spain,0
61372,2013-12-11,ML10,1,155321,Spain,0
61372,2013-12-11,ML22,1,10,Spain,0
61374,2013-12-11,ML1,1,6472438,Netherlands,0
61376,2013-12-11,ML1,1,314495,Denmark,0
61376,2013-12-11,ML7,1,17907,Denmark,0
61378,2013-12-11,5A002,1,1220061,Philippines,0
61378,2013-12-11,5D002,1,300000,Philippines,0
61380,2013-12-11,ML22,1,150,Indonesia,0
61381,2013-12-11,ML6,1,13422,"Saudi Arabia",0
61384,2013-12-11,5A002,1,1543,Morocco,0
61385,2013-12-11,ML5,2,11450,Sweden,0
61388,2013-12-11,0E001,1,100000,Japan,0
61389,2013-12-11,ML10,1,11359,Switzerland,0
61390,2013-12-11,ML11,1,26266,Switzerland,0
61394,2013-12-11,ML3,1,25149,Belize,0
61397,2013-12-11,5A001,1,121550,Mexico,0
61399,2013-12-11,5A002,1,5705,"United Arab Emirates",0
61400,2013-12-11,ML10,2,16777,"United Arab Emirates",0
61402,2013-12-11,2B350,2,777,"South Africa",0
61404,2013-12-11,2B352,1,658,India,0
61404,2013-12-11,5A002,1,90067,India,0
61404,2013-12-11,6A001,1,1861,India,0
61405,2013-12-11,ML2,1,500000,India,0
61406,2013-12-11,ML4,1,140000,"Korea, South",0
61408,2013-12-11,2B006,1,15620,"Korea, South",0
61408,2013-12-11,9A012,1,2949,"Korea, South",0
61408,2013-12-11,9D004,1,4,"Korea, South",0
61409,2013-12-11,ML7,1,255,"Korea, South",0
61409,2013-12-11,ML11,1,151174,"Korea, South",0
61409,2013-12-11,PL5017,1,50,"Korea, South",0
61413,2013-12-11,ML13,1,8100,Senegal,0
61414,2013-12-11,ML11,1,,Vietnam,1
61416,2013-12-11,1C234,1,4687500,Taiwan,0
61416,2013-12-11,2B230,1,451,Taiwan,0
61416,2013-12-11,3C003,1,19825000,Taiwan,0
61416,2013-12-11,3C004,1,2187500,Taiwan,0
61417,2013-12-12,ML14,1,2385,Canada,0
61418,2013-12-12,7A003,1,26852,Qatar,0
61419,2013-12-12,ML10,1,44005,Italy,0
61420,2013-12-12,5A002,1,3216,Turkmenistan,0
61421,2013-12-12,1C350,1,1924,Kuwait,0
61422,2013-12-12,ML5,1,440,France,0
61423,2013-12-12,5A002,1,17479,Nigeria,0
61424,2013-12-12,ML1,1,9505,Bahrain,0
61424,2013-12-12,ML3,1,378,Bahrain,0
61425,2013-12-12,ML4,1,3832,Brunei,0
61426,2013-12-12,ML11,1,22350,Israel,0
61426,2013-12-12,ML15,1,31014,Israel,0
61427,2013-12-12,9B001,1,74000,Israel,0
61428,2013-12-12,ML1,1,1913407,Israel,0
61429,2013-12-12,0E001,1,20,"United States of America",0
61430,2013-12-12,ML11,1,2791,"United States of America",0
61430,2013-12-12,ML16,1,87743,"United States of America",0
61431,2013-12-12,ML1,1,2964,Jordan,0
61431,2013-12-12,ML22,1,0,Jordan,0
61431,2013-12-12,PL5017,1,26,Jordan,0
61432,2013-12-12,3C001,1,185000,China,0
61432,2013-12-12,5A002,2,825110,China,0
61432,2013-12-12,5D002,3,250020,China,0
61432,2013-12-12,6A002,1,250000,China,0
61432,2013-12-12,6A003,2,44748,China,0
61432,2013-12-12,6A005,1,84000,China,0
61432,2013-12-12,6E201,1,1,China,0
61433,2013-12-12,ML9,1,132960,China,0
61434,2013-12-12,ML5,1,157326,Germany,0
61434,2013-12-12,ML6,1,1985,Germany,0
61434,2013-12-12,ML9,1,8349,Germany,0
61435,2013-12-12,ML1,1,2450,Germany,0
61436,2013-12-12,ML10,1,11806,Spain,0
61437,2013-12-12,ML10,1,19736,Spain,0
61438,2013-12-12,6A001,1,90000,"Saudi Arabia",0
61439,2013-12-12,ML16,1,72480,Sweden,0
61440,2013-12-12,8A001,1,420168,Gabon,0
61441,2013-12-12,ML1,1,740,"New Zealand",0
61442,2013-12-12,ML1,3,31550,Russia,0
61442,2013-12-12,ML9,1,71005,Russia,0
61443,2013-12-12,5A001,1,610000,Pakistan,0
61444,2013-12-12,5A002,1,9781,Angola,0
61445,2013-12-12,ML4,2,14245,"South Africa",0
61445,2013-12-12,ML5,1,20100,"South Africa",0
61446,2013-12-12,ML1,1,2340,"South Africa",0
61447,2013-12-12,ML6,1,47000,"United Arab Emirates",0
61447,2013-12-12,ML10,2,2772,"United Arab Emirates",0
61448,2013-12-12,5A002,1,26000,India,0
61449,2013-12-12,ML4,1,377588,India,0
61449,2013-12-12,ML5,2,1172,India,0
61449,2013-12-12,ML10,6,49047,India,0
61450,2013-12-12,ML22,1,1630000,"Korea, South",0
61451,2013-12-12,ML7,1,161250,Malaysia,0
61451,2013-12-12,ML22,1,2500,Malaysia,0
61451,2013-12-12,PL5017,1,10257,Malaysia,0
61452,2013-12-12,7A103,1,750800,"Congo, Democratic Republic of",0
61452,2013-12-12,7E101,1,200,"Congo, Democratic Republic of",0
61453,2013-12-12,3C003,1,15050000,Taiwan,0
61453,2013-12-12,6A003,1,12350,Taiwan,0
61454,2013-12-13,ML13,1,45000,Turkey,0
61455,2013-12-13,ML13,1,23175,Qatar,0
61456,2013-12-13,ML4,1,117055,Italy,0
61456,2013-12-13,ML13,1,400,Italy,0
61457,2013-12-13,1A007,1,4910,"United States of America",0
61458,2013-12-13,ML1,1,5220,France,0
61459,2013-12-13,5A002,1,50500,Nigeria,0
61460,2013-12-13,ML6,1,40000,Nigeria,0
61461,2013-12-13,2B350,1,43056,Norway,0
61462,2013-12-13,ML7,1,939,Norway,0
61463,2013-12-13,ML13,1,2500,Ecuador,0
61464,2013-12-13,7A103,1,49500,Brunei,0
61465,2013-12-13,ML11,1,14694,Israel,0
61466,2013-12-13,ML21,1,11375,Israel,0
61467,2013-12-13,ML4,1,163782,Australia,0
61467,2013-12-13,ML22,1,10,Australia,0
61468,2013-12-13,7A003,1,48740,Singapore,0
61469,2013-12-13,ML3,1,4173,"Channel Islands",0
61470,2013-12-13,ML10,1,51917,Jordan,0
61471,2013-12-13,1E001,1,1,Thailand,0
61471,2013-12-13,1E201,1,1,Thailand,0
61472,2013-12-13,ML6,1,422600,Thailand,0
61473,2013-12-13,ML10,2,9107,Spain,0
61474,2013-12-13,ML17,1,132550,"Moldova, Republic of",0
61475,2013-12-13,6A002,1,93720,Georgia,0
61475,2013-12-13,ML1,1,626045,Georgia,0
61475,2013-12-13,ML3,1,252800,Georgia,0
61475,2013-12-13,ML22,1,0,Georgia,0
61475,2013-12-13,PL5017,1,12080,Georgia,0
61476,2013-12-13,ML4,1,110124,Mali,0
61476,2013-12-13,ML11,1,10244,Mali,0
61476,2013-12-13,ML21,1,1,Mali,0
61476,2013-12-13,ML22,1,5,Mali,0
61477,2013-12-13,ML13,1,400,Switzerland,0
61478,2013-12-13,ML1,1,41310,Russia,0
61479,2013-12-13,5A002,1,9105,Angola,0
61480,2013-12-13,ML4,1,1073,"South Africa",0
61481,2013-12-13,ML3,1,4900,India,0
61482,2013-12-13,6A003,1,13281,"Korea, South",0
61483,2013-12-13,ML1,1,36089,Colombia,0
61483,2013-12-13,ML3,1,393988,Colombia,0
61483,2013-12-13,PL5017,1,186,Colombia,0
61484,2013-12-13,1C352,1,10,Kenya,0
61485,2013-12-15,ML1,1,1968,Kazakhstan,0
61486,2013-12-15,5D002,1,10,Indonesia,0
61487,2013-12-15,ML9,2,30362,India,0
61487,2013-12-15,ML10,1,1645,India,0
61488,2013-12-15,5A002,1,1476,"United Arab Emirates",0
61489,2013-12-16,ML1,2,255,Canada,0
61490,2013-12-16,ML10,1,5,"United States of America",0
61490,2013-12-16,ML11,1,6505,"United States of America",0
61491,2013-12-16,ML10,1,121,"United States of America",0
61492,2013-12-16,ML10,1,478,France,0
61492,2013-12-16,ML16,1,883,France,0
61492,2013-12-16,ML22,1,0,France,0
61493,2013-12-16,5A002,2,2806857,"Korea, South",0
61493,2013-12-16,5D002,1,960,"Korea, South",0
61493,2013-12-16,7A003,1,405000,"Korea, South",0
61494,2013-12-16,ML4,1,30800,"Korea, South",0
61495,2013-12-16,5A002,1,1288,Nigeria,0
61496,2013-12-16,5A002,1,52804,Bahrain,0
61497,2013-12-16,ML6,1,41750,Israel,0
61498,2013-12-16,ML1,1,1200000,Australia,0
61499,2013-12-16,ML1,1,98,"French Overseas Territory",0
61500,2013-12-16,5A002,1,19588,Singapore,0
61501,2013-12-16,ML1,1,2000,"Channel Islands",0
61502,2013-12-16,5A002,1,120000,China,0
61502,2013-12-16,5D002,1,0,China,0
61502,2013-12-16,6A003,2,47975,China,0
61503,2013-12-16,ML10,1,44933,China,0
61504,2013-12-16,1A004,1,4134500,Chile,0
61505,2013-12-16,5A002,1,86537,Oman,0
61506,2013-12-16,ML10,1,1760,Germany,0
61507,2013-12-16,ML10,1,3250,Germany,0
61508,2013-12-16,2B350,1,20000,Kazakhstan,0
61509,2013-12-16,ML10,2,71834,Spain,0
61510,2013-12-16,ML10,1,4048,Netherlands,0
61511,2013-12-16,ML13,1,142500,Denmark,0
61512,2013-12-16,5A002,1,15174,Tanzania,0
61513,2013-12-16,2B350,1,36469,"Saudi Arabia",0
61514,2013-12-16,7A003,1,45190,"Trinidad and Tobago",0
61515,2013-12-16,ML1,1,5434132,Croatia,0
61516,2013-12-16,ML10,1,19934,Switzerland,0
61517,2013-12-16,ML1,1,3830,"New Zealand",0
61518,2013-12-16,ML10,2,1172,Pakistan,0
61519,2013-12-16,5A002,1,1579,Seychelles,0
61520,2013-12-16,5A002,1,4892,"South Africa",0
61521,2013-12-16,8A001,1,211538,"South Africa",0
61522,2013-12-16,ML3,1,65194,"South Africa",0
61523,2013-12-16,1C240,1,200000,India,0
61523,2013-12-16,7A003,1,27200,India,0
61524,2013-12-16,2B350,1,8786,Azerbaijan,0
61525,2013-12-16,ML22,1,800,Malaysia,0
61526,2013-12-16,5A002,1,3000,"Hong Kong Special Administrative Region",0
61527,2013-12-16,5A002,1,3755,Uganda,0
61528,2013-12-16,1C227,1,20,Taiwan,0
61528,2013-12-16,6A006,1,2442,Taiwan,0
61529,2013-12-16,ML1,1,1000,Cyprus,0
61530,2013-12-17,ML14,1,1120,Canada,0
61531,2013-12-17,ML10,1,156,Turkey,0
61533,2013-12-17,1C354,1,688,Turkey,0
61533,2013-12-17,6A003,1,6289,Turkey,0
61534,2013-12-17,ML5,1,751,Turkey,0
61534,2013-12-17,ML9,1,7631,Turkey,0
61535,2013-12-17,ML10,1,330,Italy,0
61536,2013-12-17,ML10,2,15470,Italy,0
61538,2013-12-17,ML10,1,3281,France,0
61539,2013-12-17,ML10,2,1084091,Netherlands,0
61541,2013-12-17,1C351,1,600,"Korea, South",0
61543,2013-12-17,5A002,1,5605200,Bahrain,0
61543,2013-12-17,5D002,1,270750,Bahrain,0
61544,2013-12-17,5A002,2,1200275,Israel,0
61544,2013-12-17,5D002,1,0,Israel,0
61545,2013-12-17,ML6,1,2497,Israel,0
61546,2013-12-17,5E002,1,674,Singapore,0
61547,2013-12-17,ML9,1,2376,Singapore,0
61547,2013-12-17,ML10,1,1327,Singapore,0
61548,2013-12-17,5A002,1,774,Iceland,0
61549,2013-12-17,ML16,1,87743,"United States of America",0
61550,2013-12-17,6A001,1,82200,"United States of America",0
61551,2013-12-17,5D002,1,2000,Senegal,0
61552,2013-12-17,ML1,1,540,Jordan,0
61552,2013-12-17,ML22,1,0,Jordan,0
61553,2013-12-17,5A002,1,1,China,0
61553,2013-12-17,6A003,1,17280,China,0
61553,2013-12-17,8A002,1,9885,China,0
61554,2013-12-17,ML7,1,294,China,0
61555,2013-12-17,8A002,1,3486,"Mayotte (Grand Terre and Pamanzi)",0
61558,2013-12-17,ML10,1,1241,Spain,0
61561,2013-12-17,5A002,1,644365,Philippines,0
61561,2013-12-17,5D002,1,2285,Philippines,0
61562,2013-12-17,2B350,1,182662,Indonesia,0
61563,2013-12-17,5A002,1,7231100,Indonesia,0
61564,2013-12-17,1A006,1,70658,"Saudi Arabia",0
61564,2013-12-17,ML4,1,54798,"Saudi Arabia",0
61564,2013-12-17,ML11,1,2220121,"Saudi Arabia",0
61564,2013-12-17,ML13,1,0,"Saudi Arabia",0
61564,2013-12-17,PL5017,1,0,"Saudi Arabia",0
61565,2013-12-17,5A002,2,1336703,"Saudi Arabia",0
61565,2013-12-17,5D002,2,11878,"Saudi Arabia",0
61566,2013-12-17,5A002,1,12400,Morocco,0
61570,2013-12-17,ML10,1,14483,Switzerland,0
61572,2013-12-17,ML9,2,740340,Russia,0
61574,2013-12-17,"End Use",1,5035,Pakistan,0
61576,2013-12-17,ML10,1,516493,Mexico,0
61577,2013-12-17,8A002,1,4000,"United Arab Emirates",0
61578,2013-12-17,ML1,1,1800,"South Africa",0
61578,2013-12-17,ML5,1,100000,"South Africa",0
61578,2013-12-17,ML17,1,11360,"South Africa",0
61579,2013-12-17,ML16,1,2846,India,0
61581,2013-12-17,ML7,1,631,Malaysia,0
61584,2013-12-17,0C002,1,35527,Japan,0
